symbol,company_name,exchange,sector,type,yahoo_symbol,isin
ELANTAS,Elantas Beck India Limited,NSE,Equity,STOCK,ELANTAS.NS,INE280B01018
ELCIDIN,EL CID Investments Limited,NSE,Equity,STOCK,ELCIDIN.NS,INE927X01018
ELDEHSG,Eldeco Housing And Industries Limited,NSE,Equity,STOCK,ELDEHSG.NS,INE668G01021
ELECON,Elecon Engineering Company Limited,NSE,Equity,STOCK,ELECON.NS,INE205B01031
ELECTCAST,Electrosteel Castings Limited,NSE,Equity,STOCK,ELECTCAST.NS,INE086A01029
ELECTHERM,Electrotherm (India) Limited,NSE,Equity,STOCK,ELECTHERM.NS,INE822G01016
ELGIEQUIP,Elgi Equipments Limited,NSE,Equity,STOCK,ELGIEQUIP.NS,INE285A01027
ELGIRUBCO,Elgi Rubber Company Limited,NSE,Equity,STOCK,ELGIRUBCO.NS,INE819L01012
ELIN,Elin Electronics Limited,NSE,Equity,STOCK,ELIN.NS,INE050401020
ELITECON,Elitecon International Limited,NSE,Equity,STOCK,ELITECON.NS,INE669R01026
ELLEN,Ellenbarrie Industrial Gases Limited,NSE,Equity,STOCK,ELLEN.NS,INE236E01022
ELPROINTL,Elpro International Limited,NSE,Equity,STOCK,ELPROINTL.NS,INE579B01039
EMAMILTD,Emami Limited,NSE,Equity,STOCK,EMAMILTD.NS,INE548C01032
EMAMIPAP,Emami Paper Mills Limited,NSE,Equity,STOCK,EMAMIPAP.NS,INE830C01026
EMBDL,Embassy Developments Limited,NSE,Equity,STOCK,EMBDL.NS,INE069I01010
EMCURE,Emcure Pharmaceuticals Limited,NSE,Equity,STOCK,EMCURE.NS,INE168P01015
EMIL,Electronics Mart India Limited,NSE,Equity,STOCK,EMIL.NS,INE02YR01019
EMKAY,Emkay Global Financial Services Limited,NSE,Equity,STOCK,EMKAY.NS,INE296H01011
EMMBI,Emmbi Industries Limited,NSE,Equity,STOCK,EMMBI.NS,INE753K01015
EMMVEE,Emmvee Photovoltaic Power Limited,NSE,Equity,STOCK,EMMVEE.NS,INE1C6T01020
EMSLIMITED,EMS Limited,NSE,Equity,STOCK,EMSLIMITED.NS,INE0OV601013
EMUDHRA,eMudhra Limited,NSE,Equity,STOCK,EMUDHRA.NS,INE01QM01018
ENDURANCE,Endurance Technologies Limited,NSE,Equity,STOCK,ENDURANCE.NS,INE913H01037
ENERGYDEV,Energy Development Company Limited,NSE,Equity,STOCK,ENERGYDEV.NS,INE306C01019
ENGINERSIN,Engineers India Limited,NSE,Equity,STOCK,ENGINERSIN.NS,INE510A01028
ENIL,Entertainment Network (India) Limited,NSE,Equity,STOCK,ENIL.NS,INE265F01028
ENRIN,Siemens Energy India Limited,NSE,Equity,STOCK,ENRIN.NS,INE1NPP01017
ENTERO,Entero Healthcare Solutions Limited,NSE,Equity,STOCK,ENTERO.NS,INE010601016
EPACK,EPACK Durable Limited,NSE,Equity,STOCK,EPACK.NS,INE0G5901015
EPACKPEB,EPack Prefab Technologies Limited,NSE,Equity,STOCK,EPACKPEB.NS,INE0MLS01022
EPIGRAL,Epigral Limited,NSE,Equity,STOCK,EPIGRAL.NS,INE071N01016
EPL,EPL Limited,NSE,Equity,STOCK,EPL.NS,INE255A01020
EQUITASBNK,Equitas Small Finance Bank Limited,NSE,Equity,STOCK,EQUITASBNK.NS,INE063P01018
ERIS,Eris Lifesciences Limited,NSE,Equity,STOCK,ERIS.NS,INE406M01024
ESABINDIA,Esab India Limited,NSE,Equity,STOCK,ESABINDIA.NS,INE284A01012
ESAFSFB,ESAF Small Finance Bank Limited,NSE,Equity,STOCK,ESAFSFB.NS,INE818W01011
ESCORTS,Escorts Kubota Limited,NSE,Equity,STOCK,ESCORTS.NS,INE042A01014
ESSARSHPNG,Essar Shipping Limited,NSE,Equity,STOCK,ESSARSHPNG.NS,INE122M01019
ESSENTIA,Integra Essentia Limited,NSE,Equity,STOCK,ESSENTIA.NS,INE418N01035
ESTER,Ester Industries Limited,NSE,Equity,STOCK,ESTER.NS,INE778B01029
ETERNAL,ETERNAL LIMITED,NSE,Equity,STOCK,ETERNAL.NS,INE758T01015
ETHOSLTD,Ethos Limited,NSE,Equity,STOCK,ETHOSLTD.NS,INE04TZ01018
EUREKAFORB,Eureka Forbes Limited,NSE,Equity,STOCK,EUREKAFORB.NS,INE0KCE01017
EUROBOND,Euro Panel Products Limited,NSE,Equity,STOCK,EUROBOND.NS,INE505V01016
EUROPRATIK,Euro Pratik Sales Limited,NSE,Equity,STOCK,EUROPRATIK.NS,INE198501012
EUROTEXIND,Eurotex Industries and Exports Limited,NSE,Equity,STOCK,EUROTEXIND.NS,INE022C01012
EVEREADY,Eveready Industries India Limited,NSE,Equity,STOCK,EVEREADY.NS,INE128A01029
EVERESTIND,Everest Industries Limited,NSE,Equity,STOCK,EVERESTIND.NS,INE295A01018
EXCELINDUS,Excel Industries Limited,NSE,Equity,STOCK,EXCELINDUS.NS,INE369A01029
EXCELSOFT,Excelsoft Technologies Limited,NSE,Equity,STOCK,EXCELSOFT.NS,INE606N01019
EXICOM,Exicom Tele-Systems Limited,NSE,Equity,STOCK,EXICOM.NS,INE777F01014
EXIDEIND,Exide Industries Limited,NSE,Equity,STOCK,EXIDEIND.NS,INE302A01020
EXPLEOSOL,Expleo Solutions Limited,NSE,Equity,STOCK,EXPLEOSOL.NS,INE201K01015
EXXARO,Exxaro Tiles Limited,NSE,Equity,STOCK,EXXARO.NS,INE0GFE01026
FABTECH,Fabtech Technologies Limited,NSE,Equity,STOCK,FABTECH.NS,INE0HF201011
FACT,Fertilizers and Chemicals Travancore Limited,NSE,Equity,STOCK,FACT.NS,INE188A01015
FAIRCHEMOR,Fairchem Organics Limited,NSE,Equity,STOCK,FAIRCHEMOR.NS,INE0DNW01011
FCL,Fineotex Chemical Limited,NSE,Equity,STOCK,FCL.NS,INE045J01034
FDC,FDC Limited,NSE,Equity,STOCK,FDC.NS,INE258B01022
FEDDERSHOL,Fedders Holding Limited,NSE,Equity,STOCK,FEDDERSHOL.NS,INE417D01020
FEDERALBNK,The Federal Bank  Limited,NSE,Equity,STOCK,FEDERALBNK.NS,INE171A01029
FEDFINA,Fedbank Financial Services Limited,NSE,Equity,STOCK,FEDFINA.NS,INE007N01010
FERMENTA,Fermenta Biotech Limited,NSE,Equity,STOCK,FERMENTA.NS,INE225B01021
FIEMIND,Fiem Industries Limited,NSE,Equity,STOCK,FIEMIND.NS,INE737H01014
FILATEX,Filatex India Limited,NSE,Equity,STOCK,FILATEX.NS,INE816B01035
FINCABLES,Finolex Cables Limited,NSE,Equity,STOCK,FINCABLES.NS,INE235A01022
FINEORG,Fine Organic Industries Limited,NSE,Equity,STOCK,FINEORG.NS,INE686Y01026
FINKURVE,Finkurve Financial Services Limited,NSE,Equity,STOCK,FINKURVE.NS,INE734I01027
FINOPB,Fino Payments Bank Limited,NSE,Equity,STOCK,FINOPB.NS,INE02NC01014
FINPIPE,Finolex Industries Limited,NSE,Equity,STOCK,FINPIPE.NS,INE183A01024
FIRSTCRY,Brainbees Solutions Limited,NSE,Equity,STOCK,FIRSTCRY.NS,INE02RE01045
FISCHER,Fischer Medical Ventures Limited,NSE,Equity,STOCK,FISCHER.NS,INE771F01041
FIVESTAR,Five-Star Business Finance Limited,NSE,Equity,STOCK,FIVESTAR.NS,INE128S01021
FLAIR,Flair Writing Industries Limited,NSE,Equity,STOCK,FLAIR.NS,INE00Y201027
FLEXITUFF,Flexituff Ventures International Limited,NSE,Equity,STOCK,FLEXITUFF.NS,INE060J01017
FLUOROCHEM,Gujarat Fluorochemicals Limited,NSE,Equity,STOCK,FLUOROCHEM.NS,INE09N301011
FMGOETZE,Federal-Mogul Goetze (India) Limited.,NSE,Equity,STOCK,FMGOETZE.NS,INE529A01010
FMNL,Future Market Networks Limited,NSE,Equity,STOCK,FMNL.NS,INE360L01017
FOCUS,Focus Lighting and Fixtures Limited,NSE,Equity,STOCK,FOCUS.NS,INE593W01028
FOODSIN,Foods & Inns Limited,NSE,Equity,STOCK,FOODSIN.NS,INE976E01023
FORCEMOT,FORCE MOTORS LTD,NSE,Equity,STOCK,FORCEMOT.NS,INE451A01017
FORTIS,Fortis Healthcare Limited,NSE,Equity,STOCK,FORTIS.NS,INE061F01013
FOSECOIND,Foseco India Limited,NSE,Equity,STOCK,FOSECOIND.NS,INE519A01011
FRACTAL,Fractal Analytics Limited,NSE,Equity,STOCK,FRACTAL.NS,INE212S01015
FRONTSP,Frontier Springs Limited,NSE,Equity,STOCK,FRONTSP.NS,INE572D01014
FSL,Firstsource Solutions Limited,NSE,Equity,STOCK,FSL.NS,INE684F01012
FUSION,Fusion Finance Limited,NSE,Equity,STOCK,FUSION.NS,INE139R01012
GABRIEL,Gabriel India Limited,NSE,Equity,STOCK,GABRIEL.NS,INE524A01029
GAEL,Gujarat Ambuja Exports Limited,NSE,Equity,STOCK,GAEL.NS,INE036B01030
GAIL,GAIL (India) Limited,NSE,Equity,STOCK,GAIL.NS,INE129A01019
GALAPREC,Gala Precision Engineering Limited,NSE,Equity,STOCK,GALAPREC.NS,INE0RE001014
GALAXYSURF,Galaxy Surfactants Limited,NSE,Equity,STOCK,GALAXYSURF.NS,INE600K01018
GALLANTT,Gallantt Ispat Limited,NSE,Equity,STOCK,GALLANTT.NS,INE297H01019
GANDHAR,Gandhar Oil Refinery (India) Limited,NSE,Equity,STOCK,GANDHAR.NS,INE717W01049
GANDHITUBE,Gandhi Special Tubes Limited,NSE,Equity,STOCK,GANDHITUBE.NS,INE524B01027
GANECOS,Ganesha Ecosphere Limited,NSE,Equity,STOCK,GANECOS.NS,INE845D01014
GANESHBE,Ganesh Benzoplast Limited,NSE,Equity,STOCK,GANESHBE.NS,INE388A01029
GANESHCP,Ganesh Consumer Products Limited,NSE,Equity,STOCK,GANESHCP.NS,INE652V01016
GANESHHOU,GANESH HOUSING LIMITED,NSE,Equity,STOCK,GANESHHOU.NS,INE460C01014
GANGAFORGE,Ganga Forging Limited,NSE,Equity,STOCK,GANGAFORGE.NS,INE691Z01023
GANGESSECU,Ganges Securities Limited,NSE,Equity,STOCK,GANGESSECU.NS,INE335W01016
GARFIBRES,Garware Technical Fibres Limited,NSE,Equity,STOCK,GARFIBRES.NS,INE276A01018
GARUDA,Garuda Construction and Engineering Limited,NSE,Equity,STOCK,GARUDA.NS,INE0JVO01026
GATECH,GACM Technologies Limited,NSE,Equity,STOCK,GATECH.NS,INE224E01028
GATECHDVR,GACM Technologies Limited,NSE,Equity,STOCK,GATECHDVR.NS,INE224E01036
GATEWAY,Gateway Distriparks Limited,NSE,Equity,STOCK,GATEWAY.NS,INE079J01017
GAYAHWS,Gayatri Highways Limited,NSE,Equity,STOCK,GAYAHWS.NS,INE287Z01012
GCSL,Gretex Corporate Services Limited,NSE,Equity,STOCK,GCSL.NS,INE199P01028
GEECEE,GeeCee Ventures Limited,NSE,Equity,STOCK,GEECEE.NS,INE916G01016
GEEKAYWIRE,Geekay Wires Limited,NSE,Equity,STOCK,GEEKAYWIRE.NS,INE669X01032
GENCON,Generic Engineering Construction and Projects Limited,NSE,Equity,STOCK,GENCON.NS,INE854S01022
GENESYS,Genesys International Corporation Limited,NSE,Equity,STOCK,GENESYS.NS,INE727B01026
GENUSPAPER,Genus Paper & Boards Limited,NSE,Equity,STOCK,GENUSPAPER.NS,INE949P01018
GENUSPOWER,Genus Power Infrastructures Limited,NSE,Equity,STOCK,GENUSPOWER.NS,INE955D01029
GEOJITFSL,Geojit Financial Services Limited,NSE,Equity,STOCK,GEOJITFSL.NS,INE007B01023
GESHIP,The Great Eastern Shipping Company Limited,NSE,Equity,STOCK,GESHIP.NS,INE017A01032
GFLLIMITED,GFL Limited,NSE,Equity,STOCK,GFLLIMITED.NS,INE538A01037
GHCL,GHCL Limited,NSE,Equity,STOCK,GHCL.NS,INE539A01019
GHCLTEXTIL,GHCL Textiles Limited,NSE,Equity,STOCK,GHCLTEXTIL.NS,INE0PA801013
GICHSGFIN,GIC Housing Finance Limited,NSE,Equity,STOCK,GICHSGFIN.NS,INE289B01019
GICL,Globe International Carriers Limited,NSE,Equity,STOCK,GICL.NS,INE947T01022
GICRE,General Insurance Corporation of India,NSE,Equity,STOCK,GICRE.NS,INE481Y01014
GILLANDERS,Gillanders Arbuthnot & Company Limited,NSE,Equity,STOCK,GILLANDERS.NS,INE047B01011
GILLETTE,Gillette India Limited,NSE,Equity,STOCK,GILLETTE.NS,INE322A01010
GINNIFILA,Ginni Filaments Limited,NSE,Equity,STOCK,GINNIFILA.NS,INE424C01010
GIPCL,Gujarat Industries Power Company Limited,NSE,Equity,STOCK,GIPCL.NS,INE162A01010
GKENERGY,GK Energy Limited,NSE,Equity,STOCK,GKENERGY.NS,INE1AG301022
GKSL,Gujarat Kidney And Super Speciality Limited,NSE,Equity,STOCK,GKSL.NS,INE0V0W01025
GKWLIMITED,GKW Limited,NSE,Equity,STOCK,GKWLIMITED.NS,INE528A01020
GLAND,Gland Pharma Limited,NSE,Equity,STOCK,GLAND.NS,INE068V01023
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,NSE,Equity,STOCK,GLAXO.NS,INE159A01016
GLENMARK,Glenmark Pharmaceuticals Limited,NSE,Equity,STOCK,GLENMARK.NS,INE935A01035
GLOBAL,Global Education Limited,NSE,Equity,STOCK,GLOBAL.NS,INE291W01037
GLOBALVECT,Global Vectra Helicorp Limited,NSE,Equity,STOCK,GLOBALVECT.NS,INE792H01019
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,NSE,Equity,STOCK,GLOBE.NS,INE581X01021
GLOBUSSPR,Globus Spirits Limited,NSE,Equity,STOCK,GLOBUSSPR.NS,INE615I01010
GLOSTERLTD,Gloster Limited,NSE,Equity,STOCK,GLOSTERLTD.NS,INE350Z01018
GLOTTIS,Glottis Limited,NSE,Equity,STOCK,GLOTTIS.NS,INE0TQE01026
GMBREW,GM Breweries Limited,NSE,Equity,STOCK,GMBREW.NS,INE075D01018
GMDCLTD,Gujarat Mineral Development Corporation Limited,NSE,Equity,STOCK,GMDCLTD.NS,INE131A01031
GMMPFAUDLR,GMM Pfaudler Limited,NSE,Equity,STOCK,GMMPFAUDLR.NS,INE541A01023
GMRAIRPORT,GMR AIRPORTS LIMITED,NSE,Equity,STOCK,GMRAIRPORT.NS,INE776C01039
GMRP&UI,GMR Power and Urban Infra Limited,NSE,Equity,STOCK,GMRP&UI.NS,INE0CU601026
GNA,GNA Axles Limited,NSE,Equity,STOCK,GNA.NS,INE934S01014
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,NSE,Equity,STOCK,GNFC.NS,INE113A01013
GNRL,Gujarat Natural Resources Limited,NSE,Equity,STOCK,GNRL.NS,INE207H01018
GOACARBON,Goa Carbon Limited,NSE,Equity,STOCK,GOACARBON.NS,INE426D01013
GOCLCORP,GOCL Corporation Limited,NSE,Equity,STOCK,GOCLCORP.NS,INE077F01035
GOCOLORS,Go Fashion (India) Limited,NSE,Equity,STOCK,GOCOLORS.NS,INE0BJS01011
GODAVARIB,Godavari Biorefineries Limited,NSE,Equity,STOCK,GODAVARIB.NS,INE497S01012
GODFRYPHLP,Godfrey Phillips India Limited,NSE,Equity,STOCK,GODFRYPHLP.NS,INE260B01028
GODIGIT,Go Digit General Insurance Limited,NSE,Equity,STOCK,GODIGIT.NS,INE03JT01014
GODREJAGRO,Godrej Agrovet Limited,NSE,Equity,STOCK,GODREJAGRO.NS,INE850D01014
GODREJCP,Godrej Consumer Products Limited,NSE,Equity,STOCK,GODREJCP.NS,INE102D01028
GODREJIND,Godrej Industries Limited,NSE,Equity,STOCK,GODREJIND.NS,INE233A01035
GODREJPROP,Godrej Properties Limited,NSE,Equity,STOCK,GODREJPROP.NS,INE484J01027
GOKEX,Gokaldas Exports Limited,NSE,Equity,STOCK,GOKEX.NS,INE887G01027
GOKUL,Gokul Refoils and Solvent Limited,NSE,Equity,STOCK,GOKUL.NS,INE020J01029
GOKULAGRO,Gokul Agro Resources Limited,NSE,Equity,STOCK,GOKULAGRO.NS,INE314T01033
GOLDIAM,Goldiam International Limited,NSE,Equity,STOCK,GOLDIAM.NS,INE025B01025
GOLDTECH,AION-TECH SOLUTIONS LIMITED,NSE,Equity,STOCK,GOLDTECH.NS,INE805A01014
GOODLUCK,Goodluck India Limited,NSE,Equity,STOCK,GOODLUCK.NS,INE127I01024
GOODYEAR,Goodyear India Limited,NSE,Equity,STOCK,GOODYEAR.NS,INE533A01012
GOPAL,Gopal Snacks Limited,NSE,Equity,STOCK,GOPAL.NS,INE0L9R01028
GOYALALUM,Goyal Aluminiums Limited,NSE,Equity,STOCK,GOYALALUM.NS,INE705X01026
GPIL,Godawari Power And Ispat limited,NSE,Equity,STOCK,GPIL.NS,INE177H01039
GPPL,Gujarat Pipavav Port Limited,NSE,Equity,STOCK,GPPL.NS,INE517F01014
GPTHEALTH,GPT Healthcare Limited,NSE,Equity,STOCK,GPTHEALTH.NS,INE486R01017
GPTINFRA,GPT Infraprojects Limited,NSE,Equity,STOCK,GPTINFRA.NS,INE390G01014
GRANDOAK,Grand Oak Canyons Distillery Limited,NSE,Equity,STOCK,GRANDOAK.NS,INE926B01016
GRANULES,Granules India Limited,NSE,Equity,STOCK,GRANULES.NS,INE101D01020
GRAPHITE,Graphite India Limited,NSE,Equity,STOCK,GRAPHITE.NS,INE371A01025
GRASIM,Grasim Industries Limited,NSE,Equity,STOCK,GRASIM.NS,INE047A01021
GRAUWEIL,Grauer & Weil India Limited,NSE,Equity,STOCK,GRAUWEIL.NS,INE266D01021
GRAVISSHO,Graviss Hospitality Limited,NSE,Equity,STOCK,GRAVISSHO.NS,INE214F01026
GRAVITA,Gravita India Limited,NSE,Equity,STOCK,GRAVITA.NS,INE024L01027
GREAVESCOT,Greaves Cotton Limited,NSE,Equity,STOCK,GREAVESCOT.NS,INE224A01026
GREENLAM,Greenlam Industries Limited,NSE,Equity,STOCK,GREENLAM.NS,INE544R01021
GREENPANEL,Greenpanel Industries Limited,NSE,Equity,STOCK,GREENPANEL.NS,INE08ZM01014
GREENPLY,Greenply Industries Limited,NSE,Equity,STOCK,GREENPLY.NS,INE461C01038
GREENPOWER,Orient Green Power Company Limited,NSE,Equity,STOCK,GREENPOWER.NS,INE999K01014
GRINDWELL,Grindwell Norton Limited,NSE,Equity,STOCK,GRINDWELL.NS,INE536A01023
GRINFRA,G R Infraprojects Limited,NSE,Equity,STOCK,GRINFRA.NS,INE201P01022
GRMOVER,GRM Overseas Limited,NSE,Equity,STOCK,GRMOVER.NS,INE192H01020
GROBTEA,The Grob Tea Company Limited,NSE,Equity,STOCK,GROBTEA.NS,INE646C01018
GROWW,Billionbrains Garage Ventures Limited,NSE,Equity,STOCK,GROWW.NS,INE0HOQ01053
GRPLTD,GRP Limited,NSE,Equity,STOCK,GRPLTD.NS,INE137I01015
GRSE,Garden Reach Shipbuilders & Engineers Limited,NSE,Equity,STOCK,GRSE.NS,INE382Z01011
GRWRHITECH,Garware Hi-Tech Films Limited,NSE,Equity,STOCK,GRWRHITECH.NS,INE291A01017
GSFC,Gujarat State Fertilizers & Chemicals Limited,NSE,Equity,STOCK,GSFC.NS,INE026A01025
GSLSU,Global Surfaces Limited,NSE,Equity,STOCK,GSLSU.NS,INE0JSX01015
GSPCROP,GSP Crop Science Limited,NSE,Equity,STOCK,GSPCROP.NS,INE713R01022
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,NSE,Equity,STOCK,GTECJAINX.NS,INE586X01012
GTLINFRA,GTL Infrastructure Limited,NSE,Equity,STOCK,GTLINFRA.NS,INE221H01019
GTPL,GTPL Hathway Limited,NSE,Equity,STOCK,GTPL.NS,INE869I01013
GUFICBIO,Gufic Biosciences Limited,NSE,Equity,STOCK,GUFICBIO.NS,INE742B01025
GUJALKALI,Gujarat Alkalies and Chemicals Limited,NSE,Equity,STOCK,GUJALKALI.NS,INE186A01019
GUJAPOLLO,Gujarat Apollo Industries Limited,NSE,Equity,STOCK,GUJAPOLLO.NS,INE826C01016
GUJGASLTD,Gujarat Gas Limited,NSE,Equity,STOCK,GUJGASLTD.NS,INE844O01030
GUJRAFFIA,Gujarat Raffia Industries Limited,NSE,Equity,STOCK,GUJRAFFIA.NS,INE610B01024
GUJTHEM,Gujarat Themis Biosyn Limited,NSE,Equity,STOCK,GUJTHEM.NS,INE942C01045
GULFOILLUB,Gulf Oil Lubricants India Limited,NSE,Equity,STOCK,GULFOILLUB.NS,INE635Q01029
GULFPETRO,GP Petroleums Limited,NSE,Equity,STOCK,GULFPETRO.NS,INE586G01017
GULPOLY,Gulshan Polyols Limited,NSE,Equity,STOCK,GULPOLY.NS,INE255D01024
GVPTECH,GVP Infotech Limited,NSE,Equity,STOCK,GVPTECH.NS,INE382T01030
GVT&D,GE Vernova T&D India Limited,NSE,Equity,STOCK,GVT&D.NS,INE200A01026
HAL,Hindustan Aeronautics Limited,NSE,Equity,STOCK,HAL.NS,INE066F01020
HALDER,Halder Venture Limited,NSE,Equity,STOCK,HALDER.NS,INE115S01010
HALDYNGL,Haldyn Glass Limited,NSE,Equity,STOCK,HALDYNGL.NS,INE506D01020
HALEOSLABS,HALEOS LABS LIMITED,NSE,Equity,STOCK,HALEOSLABS.NS,INE320X01016
HAPPSTMNDS,Happiest Minds Technologies Limited,NSE,Equity,STOCK,HAPPSTMNDS.NS,INE419U01012
HAPPYFORGE,Happy Forgings Limited,NSE,Equity,STOCK,HAPPYFORGE.NS,INE330T01021
HARDWYN,Hardwyn India Limited,NSE,Equity,STOCK,HARDWYN.NS,INE626Z01029
HARIOMPIPE,Hariom Pipe Industries Limited,NSE,Equity,STOCK,HARIOMPIPE.NS,INE00EV01017
HARRMALAYA,Harrisons  Malayalam Limited,NSE,Equity,STOCK,HARRMALAYA.NS,INE544A01019
HARSHA,Harsha Engineers International Limited,NSE,Equity,STOCK,HARSHA.NS,INE0JUS01029
HATHWAY,Hathway Cable & Datacom Limited,NSE,Equity,STOCK,HATHWAY.NS,INE982F01036
HATSUN,Hatsun Agro Product Limited,NSE,Equity,STOCK,HATSUN.NS,INE473B01035
HAVELLS,Havells India Limited,NSE,Equity,STOCK,HAVELLS.NS,INE176B01034
HAWKINCOOK,Hawkins Cookers Limited,NSE,Equity,STOCK,HAWKINCOOK.NS,INE979B01015
HBESD,HB Estate Developers Limited,NSE,Equity,STOCK,HBESD.NS,INE640B01021
HBLENGINE,HBL Engineering Limited,NSE,Equity,STOCK,HBLENGINE.NS,INE292B01021
HCC,Hindustan Construction Company Limited,NSE,Equity,STOCK,HCC.NS,INE549A01026
HCG,Healthcare Global Enterprises Limited,NSE,Equity,STOCK,HCG.NS,INE075I01017
HCL-INSYS,HCL Infosystems Limited,NSE,Equity,STOCK,HCL-INSYS.NS,INE236A01020
HCLTECH,HCL Technologies Limited,NSE,Equity,STOCK,HCLTECH.NS,INE860A01027
HDBFS,HDB Financial Services Limited,NSE,Equity,STOCK,HDBFS.NS,INE756I01012
HDFCAMC,HDFC Asset Management Company Limited,NSE,Equity,STOCK,HDFCAMC.NS,INE127D01025
HDFCBANK,HDFC Bank Limited,NSE,Equity,STOCK,HDFCBANK.NS,INE040A01034
HDFCLIFE,HDFC Life Insurance Company Limited,NSE,Equity,STOCK,HDFCLIFE.NS,INE795G01014
HEADSUP,Heads UP Ventures Limited,NSE,Equity,STOCK,HEADSUP.NS,INE759V01019
HEALTHX,Health X Platform Limited,NSE,Equity,STOCK,HEALTHX.NS,INE019J01013
HECPROJECT,HEC Infra Projects Limited,NSE,Equity,STOCK,HECPROJECT.NS,INE558R01013
HEG,HEG Limited,NSE,Equity,STOCK,HEG.NS,INE545A01024
HEIDELBERG,HeidelbergCement India Limited,NSE,Equity,STOCK,HEIDELBERG.NS,INE578A01017
HEMIPROP,Hemisphere Properties India Limited,NSE,Equity,STOCK,HEMIPROP.NS,INE0AJG01018
HERANBA,Heranba Industries Limited,NSE,Equity,STOCK,HERANBA.NS,INE694N01015
HERITGFOOD,Heritage Foods Limited,NSE,Equity,STOCK,HERITGFOOD.NS,INE978A01027
HEROMOTOCO,Hero MotoCorp Limited,NSE,Equity,STOCK,HEROMOTOCO.NS,INE158A01026
HESTERBIO,Hester Biosciences Limited,NSE,Equity,STOCK,HESTERBIO.NS,INE782E01017
HEXATRADEX,Hexa Tradex Limited,NSE,Equity,STOCK,HEXATRADEX.NS,INE750M01017
HEXT,Hexaware Technologies Limited,NSE,Equity,STOCK,HEXT.NS,INE093A01041
HFCL,HFCL Limited,NSE,Equity,STOCK,HFCL.NS,INE548A01028
HGINFRA,H.G. Infra Engineering Limited,NSE,Equity,STOCK,HGINFRA.NS,INE926X01010
HGM,HandsOn Global Management (HGM) Limited,NSE,Equity,STOCK,HGM.NS,INE596H01014
HGS,Hinduja Global Solutions Limited,NSE,Equity,STOCK,HGS.NS,INE170I01016
HIKAL,Hikal Limited,NSE,Equity,STOCK,HIKAL.NS,INE475B01022
HILTON,Hilton Metal Forging Limited,NSE,Equity,STOCK,HILTON.NS,INE788H01017
HIMATSEIDE,Himatsingka Seide Limited,NSE,Equity,STOCK,HIMATSEIDE.NS,INE049A01027
HINDALCO,Hindalco Industries Limited,NSE,Equity,STOCK,HINDALCO.NS,INE038A01020
HINDCOMPOS,Hindustan Composites Limited,NSE,Equity,STOCK,HINDCOMPOS.NS,INE310C01029
HINDCOPPER,Hindustan Copper Limited,NSE,Equity,STOCK,HINDCOPPER.NS,INE531E01026
HINDOILEXP,Hindustan Oil Exploration Company Limited,NSE,Equity,STOCK,HINDOILEXP.NS,INE345A01011
HINDPETRO,Hindustan Petroleum Corporation Limited,NSE,Equity,STOCK,HINDPETRO.NS,INE094A01015
HINDUNILVR,Hindustan Unilever Limited,NSE,Equity,STOCK,HINDUNILVR.NS,INE030A01027
HINDWAREAP,Hindware Home Innovation Limited,NSE,Equity,STOCK,HINDWAREAP.NS,INE05AN01011
HINDZINC,Hindustan Zinc Limited,NSE,Equity,STOCK,HINDZINC.NS,INE267A01025
HIRECT,Hind Rectifiers Limited,NSE,Equity,STOCK,HIRECT.NS,INE835D01023
HISARMETAL,Hisar Metal Industries Limited,NSE,Equity,STOCK,HISARMETAL.NS,INE598C01011
HITECH,Hi-Tech Pipes Limited,NSE,Equity,STOCK,HITECH.NS,INE106T01025
HITECHCORP,Hitech Corporation Limited,NSE,Equity,STOCK,HITECHCORP.NS,INE120D01012
HLEGLAS,HLE Glascoat Limited,NSE,Equity,STOCK,HLEGLAS.NS,INE461D01028
HLVLTD,HLV LIMITED,NSE,Equity,STOCK,HLVLTD.NS,INE102A01024
HMAAGRO,HMA Agro Industries Limited,NSE,Equity,STOCK,HMAAGRO.NS,INE0ECP01024
HMVL,Hindustan Media Ventures Limited,NSE,Equity,STOCK,HMVL.NS,INE871K01015
HNDFDS,Hindustan Foods Limited,NSE,Equity,STOCK,HNDFDS.NS,INE254N01026
HOMEFIRST,Home First Finance Company India Limited,NSE,Equity,STOCK,HOMEFIRST.NS,INE481N01025
HONASA,Honasa Consumer Limited,NSE,Equity,STOCK,HONASA.NS,INE0J5401028
HONAUT,Honeywell Automation India Limited,NSE,Equity,STOCK,HONAUT.NS,INE671A01010
HONDAPOWER,Honda India Power Products Limited,NSE,Equity,STOCK,HONDAPOWER.NS,INE634A01018
HPAL,HP Adhesives Limited,NSE,Equity,STOCK,HPAL.NS,INE0GSL01024
HPIL,Hindprakash Industries Limited,NSE,Equity,STOCK,HPIL.NS,INE05X901010
HPL,HPL Electric & Power Limited,NSE,Equity,STOCK,HPL.NS,INE495S01016
HSCL,Himadri Speciality Chemical Limited,NSE,Equity,STOCK,HSCL.NS,INE019C01026
HTMEDIA,HT Media Limited,NSE,Equity,STOCK,HTMEDIA.NS,INE501G01024
