symbol,company_name,exchange,sector,type,yahoo_symbol,isin
LGBBROSLTD,LG Balakrishnan & Bros Limited,NSE,Equity,STOCK,LGBBROSLTD.NS,INE337A01034
LGEINDIA,LG Electronics India Limited,NSE,Equity,STOCK,LGEINDIA.NS,INE324D01010
LGHL,Laxmi Goldorna House Limited,NSE,Equity,STOCK,LGHL.NS,INE258Y01016
LIBAS,Libas Consumer Products Limited,NSE,Equity,STOCK,LIBAS.NS,INE908V01012
LIBERTSHOE,Liberty Shoes Limited,NSE,Equity,STOCK,LIBERTSHOE.NS,INE557B01019
LICHSGFIN,LIC Housing Finance Limited,NSE,Equity,STOCK,LICHSGFIN.NS,INE115A01026
LICI,Life Insurance Corporation Of India,NSE,Equity,STOCK,LICI.NS,INE0J1Y01017
LINC,Linc Limited,NSE,Equity,STOCK,LINC.NS,INE802B01027
LINCOLN,Lincoln Pharmaceuticals Limited,NSE,Equity,STOCK,LINCOLN.NS,INE405C01035
LINDEINDIA,Linde India Limited,NSE,Equity,STOCK,LINDEINDIA.NS,INE473A01011
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE,Equity,STOCK,LLOYDSENGG.NS,INE093R01011
LLOYDSENT,Lloyds Enterprises Limited,NSE,Equity,STOCK,LLOYDSENT.NS,INE080I01025
LLOYDSME,Lloyds Metals And Energy Limited,NSE,Equity,STOCK,LLOYDSME.NS,INE281B01032
LMW,LMW Limited,NSE,Equity,STOCK,LMW.NS,INE269B01029
LODHA,Lodha Developers Limited,NSE,Equity,STOCK,LODHA.NS,INE670K01029
LORDSCHLO,Lords Chloro Alkali Limited,NSE,Equity,STOCK,LORDSCHLO.NS,INE846D01012
LOTUSDEV,Sri Lotus Developers and Realty Limited,NSE,Equity,STOCK,LOTUSDEV.NS,INE0V9Q01010
LOTUSEYE,Lotus Eye Hospital and Institute Limited,NSE,Equity,STOCK,LOTUSEYE.NS,INE947I01017
LOVABLE,Lovable Lingerie Limited,NSE,Equity,STOCK,LOVABLE.NS,INE597L01014
LT,Larsen & Toubro Limited,NSE,Equity,STOCK,LT.NS,INE018A01030
LTF,L&T Finance Limited,NSE,Equity,STOCK,LTF.NS,INE498L01015
LTFOODS,LT Foods Limited,NSE,Equity,STOCK,LTFOODS.NS,INE818H01020
LTM,LTM Limited,NSE,Equity,STOCK,LTM.NS,INE214T01019
LTTS,L&T Technology Services Limited,NSE,Equity,STOCK,LTTS.NS,INE010V01017
LUMAXIND,Lumax Industries Limited,NSE,Equity,STOCK,LUMAXIND.NS,INE162B01018
LUMAXTECH,Lumax Auto Technologies Limited,NSE,Equity,STOCK,LUMAXTECH.NS,INE872H01027
LUPIN,Lupin Limited,NSE,Equity,STOCK,LUPIN.NS,INE326A01037
LUXIND,Lux Industries Limited,NSE,Equity,STOCK,LUXIND.NS,INE150G01020
LXCHEM,Laxmi Organic Industries Limited,NSE,Equity,STOCK,LXCHEM.NS,INE576O01020
LYPSAGEMS,Lypsa Gems & Jewellery Limited,NSE,Equity,STOCK,LYPSAGEMS.NS,INE142K01011
M&M,Mahindra & Mahindra Limited,NSE,Equity,STOCK,M&M.NS,INE101A01026
M&MFIN,Mahindra & Mahindra Financial Services Limited,NSE,Equity,STOCK,M&MFIN.NS,INE774D01024
MAANALU,Maan Aluminium Limited,NSE,Equity,STOCK,MAANALU.NS,INE215I01027
MACPOWER,Macpower CNC Machines Limited,NSE,Equity,STOCK,MACPOWER.NS,INE155Z01011
MADHAV,Madhav Marbles and Granites Limited,NSE,Equity,STOCK,MADHAV.NS,INE925C01016
MADHAVIPL,Madhav Infra Projects Limited,NSE,Equity,STOCK,MADHAVIPL.NS,INE631R01026
MADRASFERT,Madras Fertilizers Limited,NSE,Equity,STOCK,MADRASFERT.NS,INE414A01015
MAFATIND,Mafatlal Industries Limited,NSE,Equity,STOCK,MAFATIND.NS,INE270B01035
MAGADSUGAR,Magadh Sugar & Energy Limited,NSE,Equity,STOCK,MAGADSUGAR.NS,INE347W01011
MAHABANK,Bank of Maharashtra,NSE,Equity,STOCK,MAHABANK.NS,INE457A01014
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,NSE,Equity,STOCK,MAHAPEXLTD.NS,INE843B01013
MAHEPC,Mahindra EPC Irrigation Limited,NSE,Equity,STOCK,MAHEPC.NS,INE215D01010
MAHESHWARI,Maheshwari Logistics Limited,NSE,Equity,STOCK,MAHESHWARI.NS,INE263W01010
MAHLIFE,Mahindra Lifespace Developers Limited,NSE,Equity,STOCK,MAHLIFE.NS,INE813A01018
MAHLOG,Mahindra Logistics Limited,NSE,Equity,STOCK,MAHLOG.NS,INE766P01016
MAHSCOOTER,Maharashtra Scooters Limited,NSE,Equity,STOCK,MAHSCOOTER.NS,INE288A01013
MAHSEAMLES,Maharashtra Seamless Limited,NSE,Equity,STOCK,MAHSEAMLES.NS,INE271B01025
MAITHANALL,Maithan Alloys Limited,NSE,Equity,STOCK,MAITHANALL.NS,INE683C01011
MAJESAUT,Majestic Auto Limited,NSE,Equity,STOCK,MAJESAUT.NS,INE201B01022
MALLCOM,Mallcom (India) Limited,NSE,Equity,STOCK,MALLCOM.NS,INE389C01015
MALUPAPER,Malu Paper Mills Limited,NSE,Equity,STOCK,MALUPAPER.NS,INE383H01017
MAMATA,Mamata Machinery Limited,NSE,Equity,STOCK,MAMATA.NS,INE0TO701015
MANAKALUCO,Manaksia Aluminium Company Limited,NSE,Equity,STOCK,MANAKALUCO.NS,INE859Q01017
MANAKCOAT,Manaksia Coated Metals & Industries Limited,NSE,Equity,STOCK,MANAKCOAT.NS,INE830Q01018
MANAKSIA,Manaksia Limited,NSE,Equity,STOCK,MANAKSIA.NS,INE015D01022
MANALIPETC,Manali Petrochemicals Limited,NSE,Equity,STOCK,MANALIPETC.NS,INE201A01024
MANAPPURAM,Manappuram Finance Limited,NSE,Equity,STOCK,MANAPPURAM.NS,INE522D01027
MANBA,Manba Finance Limited,NSE,Equity,STOCK,MANBA.NS,INE939X01013
MANCREDIT,Mangal Credit and Fincorp Limited,NSE,Equity,STOCK,MANCREDIT.NS,INE545L01039
MANGLMCEM,Mangalam Cement Limited,NSE,Equity,STOCK,MANGLMCEM.NS,INE347A01017
MANINDS,Man Industries (India) Limited,NSE,Equity,STOCK,MANINDS.NS,INE993A01026
MANINFRA,Man Infraconstruction Limited,NSE,Equity,STOCK,MANINFRA.NS,INE949H01023
MANKIND,Mankind Pharma Limited,NSE,Equity,STOCK,MANKIND.NS,INE634S01028
MANOMAY,Manomay Tex India Limited,NSE,Equity,STOCK,MANOMAY.NS,INE784W01015
MANORAMA,Manorama Industries Limited,NSE,Equity,STOCK,MANORAMA.NS,INE00VM01036
MANORG,Mangalam Organics Limited,NSE,Equity,STOCK,MANORG.NS,INE370D01013
MANUGRAPH,Manugraph India Limited,NSE,Equity,STOCK,MANUGRAPH.NS,INE867A01022
MANYAVAR,Vedant Fashions Limited,NSE,Equity,STOCK,MANYAVAR.NS,INE825V01034
MAPMYINDIA,C.E. Info Systems Limited,NSE,Equity,STOCK,MAPMYINDIA.NS,INE0BV301023
MARATHON,Marathon Nextgen Realty Limited,NSE,Equity,STOCK,MARATHON.NS,INE182D01020
MARICO,Marico Limited,NSE,Equity,STOCK,MARICO.NS,INE196A01026
MARINE,Marine Electricals (India) Limited,NSE,Equity,STOCK,MARINE.NS,INE01JE01028
MARKOLINES,Markolines Pavement Technologies Limited,NSE,Equity,STOCK,MARKOLINES.NS,INE0FW001016
MARKSANS,Marksans Pharma Limited,NSE,Equity,STOCK,MARKSANS.NS,INE750C01026
MARSONS,Marsons Limited,NSE,Equity,STOCK,MARSONS.NS,INE415B01044
MARUTI,Maruti Suzuki India Limited,NSE,Equity,STOCK,MARUTI.NS,INE585B01010
MASFIN,MAS Financial Services Limited,NSE,Equity,STOCK,MASFIN.NS,INE348L01012
MASTEK,Mastek Limited,NSE,Equity,STOCK,MASTEK.NS,INE759A01021
MASTERTR,Master Trust Limited,NSE,Equity,STOCK,MASTERTR.NS,INE677D01037
MATRIMONY,Matrimony.Com Limited,NSE,Equity,STOCK,MATRIMONY.NS,INE866R01028
MAXESTATES,Max Estates Limited,NSE,Equity,STOCK,MAXESTATES.NS,INE03EI01018
MAXHEALTH,Max Healthcare Institute Limited,NSE,Equity,STOCK,MAXHEALTH.NS,INE027H01010
MAXIND,Max India Limited,NSE,Equity,STOCK,MAXIND.NS,INE0CG601016
MAYURUNIQ,Mayur Uniquoters Ltd,NSE,Equity,STOCK,MAYURUNIQ.NS,INE040D01038
MAZDA,Mazda Limited,NSE,Equity,STOCK,MAZDA.NS,INE885E01042
MAZDOCK,Mazagon Dock Shipbuilders Limited,NSE,Equity,STOCK,MAZDOCK.NS,INE249Z01020
MBAPL,Madhya Bharat Agro Products Limited,NSE,Equity,STOCK,MBAPL.NS,INE900L01010
MBEL,M & B Engineering Limited,NSE,Equity,STOCK,MBEL.NS,INE08N601015
MCCHRLS-B,Mac Charles India Limited,NSE,Equity,STOCK,MCCHRLS-B.NS,INE435D01014
MCLOUD,Magellanic Cloud Limited,NSE,Equity,STOCK,MCLOUD.NS,INE613C01026
MCX,Multi Commodity Exchange of India Limited,NSE,Equity,STOCK,MCX.NS,INE745G01043
MEDANTA,Global Health Limited,NSE,Equity,STOCK,MEDANTA.NS,INE474Q01031
MEDIASSIST,Medi Assist Healthcare Services Limited,NSE,Equity,STOCK,MEDIASSIST.NS,INE456Z01021
MEDICAMEQ,Medicamen Biotech Limited,NSE,Equity,STOCK,MEDICAMEQ.NS,INE646B01010
MEDICO,Medico Remedies Limited,NSE,Equity,STOCK,MEDICO.NS,INE630Y01024
MEDPLUS,Medplus Health Services Limited,NSE,Equity,STOCK,MEDPLUS.NS,INE804L01022
MEESHO,Meesho Limited,NSE,Equity,STOCK,MEESHO.NS,INE0VDM01015
MEGASTAR,Megastar Foods Limited,NSE,Equity,STOCK,MEGASTAR.NS,INE00EM01016
MENNPIS,Menon Pistons Limited,NSE,Equity,STOCK,MENNPIS.NS,INE650G01029
MENONBE,Menon Bearings Limited,NSE,Equity,STOCK,MENONBE.NS,INE071D01033
MERCANTILE,Mercantile Ventures Limited,NSE,Equity,STOCK,MERCANTILE.NS,INE689O01013
METROBRAND,Metro Brands Limited,NSE,Equity,STOCK,METROBRAND.NS,INE317I01021
METROGLOBL,Metroglobal Limited,NSE,Equity,STOCK,METROGLOBL.NS,INE085D01033
METROPOLIS,Metropolis Healthcare Limited,NSE,Equity,STOCK,METROPOLIS.NS,INE112L01020
MFML,Mahalaxmi Fabric Mills Limited,NSE,Equity,STOCK,MFML.NS,INE0US801024
MFSL,Max Financial Services Limited,NSE,Equity,STOCK,MFSL.NS,INE180A01020
MGEL,Mangalam Global Enterprise Limited,NSE,Equity,STOCK,MGEL.NS,INE0APB01032
MGL,Mahanagar Gas Limited,NSE,Equity,STOCK,MGL.NS,INE002S01010
MHLXMIRU,Mahalaxmi Rubtech Limited,NSE,Equity,STOCK,MHLXMIRU.NS,INE112D01035
MHRIL,Mahindra Holidays & Resorts India Limited,NSE,Equity,STOCK,MHRIL.NS,INE998I01010
MICEL,MIC Electronics Limited,NSE,Equity,STOCK,MICEL.NS,INE287C01037
MIDHANI,Mishra Dhatu Nigam Limited,NSE,Equity,STOCK,MIDHANI.NS,INE099Z01011
MIDWESTLTD,Midwest Limited,NSE,Equity,STOCK,MIDWESTLTD.NS,INE0XAD01024
MINDACORP,Minda Corporation Limited,NSE,Equity,STOCK,MINDACORP.NS,INE842C01021
MINDTECK,Mindteck (India) Limited,NSE,Equity,STOCK,MINDTECK.NS,INE110B01017
MIRCELECTR,MIRC Electronics Limited,NSE,Equity,STOCK,MIRCELECTR.NS,INE831A01028
MIRZAINT,Mirza International Limited,NSE,Equity,STOCK,MIRZAINT.NS,INE771A01026
MITCON,MITCON Consultancy & Engineering Services Limited,NSE,Equity,STOCK,MITCON.NS,INE828O01033
MITTAL,Mittal Life Style Limited,NSE,Equity,STOCK,MITTAL.NS,INE997Y01027
MKPL,M K Proteins Limited,NSE,Equity,STOCK,MKPL.NS,INE964W01021
MMFL,MM Forgings Limited,NSE,Equity,STOCK,MMFL.NS,INE227C01017
MMP,MMP Industries Limited,NSE,Equity,STOCK,MMP.NS,INE511Y01018
MMTC,MMTC Limited,NSE,Equity,STOCK,MMTC.NS,INE123F01029
MMWL,Media Matrix Worldwide Limited,NSE,Equity,STOCK,MMWL.NS,INE200D01020
MOBIKWIK,One Mobikwik Systems Limited,NSE,Equity,STOCK,MOBIKWIK.NS,INE0HLU01028
MODINATUR,Modi Naturals Limited,NSE,Equity,STOCK,MODINATUR.NS,INE537F01012
MODIRUBBER,Modi Rubber Limited,NSE,Equity,STOCK,MODIRUBBER.NS,INE832A01018
MODIS,Modis Navnirman Limited,NSE,Equity,STOCK,MODIS.NS,INE0L0L01012
MODISONLTD,MODISON LIMITED,NSE,Equity,STOCK,MODISONLTD.NS,INE737D01021
MODTHREAD,Modern Threads (India) Limited,NSE,Equity,STOCK,MODTHREAD.NS,INE794W01014
MOHITIND,Mohit Industries Limited,NSE,Equity,STOCK,MOHITIND.NS,INE954E01012
MOIL,MOIL Limited,NSE,Equity,STOCK,MOIL.NS,INE490G01020
MOKSH,Moksh Ornaments Limited,NSE,Equity,STOCK,MOKSH.NS,INE514Y01020
MOL,Meghmani Organics Limited,NSE,Equity,STOCK,MOL.NS,INE0CT101020
MOLDTECH,Mold-Tek Technologies Limited,NSE,Equity,STOCK,MOLDTECH.NS,INE835B01035
MOLDTKPAC,Mold-Tek Packaging Limited,NSE,Equity,STOCK,MOLDTKPAC.NS,INE893J01029
MONARCH,Monarch Networth Capital Limited,NSE,Equity,STOCK,MONARCH.NS,INE903D01011
MONEYBOXX,Moneyboxx Finance Limited,NSE,Equity,STOCK,MONEYBOXX.NS,INE296Q01012
MONTECARLO,Monte Carlo Fashions Limited,NSE,Equity,STOCK,MONTECARLO.NS,INE950M01013
MOREPENLAB,Morepen Laboratories Limited,NSE,Equity,STOCK,MOREPENLAB.NS,INE083A01026
MOSCHIP,Moschip Technologies Limited,NSE,Equity,STOCK,MOSCHIP.NS,INE935B01025
MOTHERSON,Samvardhana Motherson International Limited,NSE,Equity,STOCK,MOTHERSON.NS,INE775A01035
MOTILALOFS,Motilal Oswal Financial Services Limited,NSE,Equity,STOCK,MOTILALOFS.NS,INE338I01027
MOTISONS,Motisons Jewellers Limited,NSE,Equity,STOCK,MOTISONS.NS,INE0FRK01020
MOTOGENFIN,The Motor & General Finance Limited,NSE,Equity,STOCK,MOTOGENFIN.NS,INE861B01023
MPHASIS,MphasiS Limited,NSE,Equity,STOCK,MPHASIS.NS,INE356A01018
MPSLTD,MPS Limited,NSE,Equity,STOCK,MPSLTD.NS,INE943D01017
MRF,MRF Limited,NSE,Equity,STOCK,MRF.NS,INE883A01011
MRPL,Mangalore Refinery and Petrochemicals Limited,NSE,Equity,STOCK,MRPL.NS,INE103A01014
MSPL,MSP Steel & Power Limited,NSE,Equity,STOCK,MSPL.NS,INE752G01015
MSTCLTD,Mstc Limited,NSE,Equity,STOCK,MSTCLTD.NS,INE255X01014
MSUMI,Motherson Sumi Wiring India Limited,NSE,Equity,STOCK,MSUMI.NS,INE0FS801015
MTARTECH,Mtar Technologies Limited,NSE,Equity,STOCK,MTARTECH.NS,INE864I01014
MTNL,Mahanagar Telephone Nigam Limited,NSE,Equity,STOCK,MTNL.NS,INE153A01019
MUFIN,Mufin Green Finance Limited,NSE,Equity,STOCK,MUFIN.NS,INE08KJ01020
MUFTI,Credo Brands Marketing Limited,NSE,Equity,STOCK,MUFTI.NS,INE220Q01020
MUKANDLTD,Mukand Limited,NSE,Equity,STOCK,MUKANDLTD.NS,INE304A01026
MUKKA,Mukka Proteins Limited,NSE,Equity,STOCK,MUKKA.NS,INE0CG401037
MUKTAARTS,Mukta Arts Limited,NSE,Equity,STOCK,MUKTAARTS.NS,INE374B01019
MUNJALAU,Munjal Auto Industries Limited,NSE,Equity,STOCK,MUNJALAU.NS,INE672B01032
MUNJALSHOW,Munjal Showa Limited,NSE,Equity,STOCK,MUNJALSHOW.NS,INE577A01027
MURUDCERA,Murudeshwar Ceramics Limited,NSE,Equity,STOCK,MURUDCERA.NS,INE692B01014
MUTHOOTCAP,Muthoot Capital Services Limited,NSE,Equity,STOCK,MUTHOOTCAP.NS,INE296G01013
MUTHOOTFIN,Muthoot Finance Limited,NSE,Equity,STOCK,MUTHOOTFIN.NS,INE414G01012
MUTHOOTMF,Muthoot Microfin Limited,NSE,Equity,STOCK,MUTHOOTMF.NS,INE046W01019
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,NSE,Equity,STOCK,MVGJL.NS,INE0KNT01012
MWL,Mangalam Worldwide Limited,NSE,Equity,STOCK,MWL.NS,INE0JYY01011
NACLIND,NACL Industries Limited,NSE,Equity,STOCK,NACLIND.NS,INE295D01020
NAGREEKEXP,Nagreeka Exports Limited,NSE,Equity,STOCK,NAGREEKEXP.NS,INE123B01028
NAHARCAP,Nahar Capital and Financial Services Limited,NSE,Equity,STOCK,NAHARCAP.NS,INE049I01012
NAHARINDUS,Nahar Industrial Enterprises Limited,NSE,Equity,STOCK,NAHARINDUS.NS,INE289A01011
NAHARPOLY,Nahar Poly Films Limited,NSE,Equity,STOCK,NAHARPOLY.NS,INE308A01027
NAM-INDIA,Nippon Life India Asset Management Limited,NSE,Equity,STOCK,NAM-INDIA.NS,INE298J01013
NARMADA,Narmada Agrobase Limited,NSE,Equity,STOCK,NARMADA.NS,INE117Z01011
NATCAPSUQ,Natural Capsules Limited,NSE,Equity,STOCK,NATCAPSUQ.NS,INE936B01015
NATCOPHARM,Natco Pharma Limited,NSE,Equity,STOCK,NATCOPHARM.NS,INE987B01026
NATHBIOGEN,Nath Bio-Genes (India) Limited,NSE,Equity,STOCK,NATHBIOGEN.NS,INE448G01010
NATIONALUM,National Aluminium Company Limited,NSE,Equity,STOCK,NATIONALUM.NS,INE139A01034
NATIONSTD,National Standard (India) Limited,NSE,Equity,STOCK,NATIONSTD.NS,INE166R01015
NAUKRI,Info Edge (India) Limited,NSE,Equity,STOCK,NAUKRI.NS,INE663F01032
NAVA,NAVA LIMITED,NSE,Equity,STOCK,NAVA.NS,INE725A01030
NAVINFLUOR,Navin Fluorine International Limited,NSE,Equity,STOCK,NAVINFLUOR.NS,INE048G01026
NAVKARCORP,Navkar Corporation Limited,NSE,Equity,STOCK,NAVKARCORP.NS,INE278M01019
NAVKARURB,Navkar Urbanstructure Limited,NSE,Equity,STOCK,NAVKARURB.NS,INE268H01044
NAVNETEDUL,Navneet Education Limited,NSE,Equity,STOCK,NAVNETEDUL.NS,INE060A01024
NAZARA,Nazara Technologies Limited,NSE,Equity,STOCK,NAZARA.NS,INE418L01047
NBCC,NBCC (India) Limited,NSE,Equity,STOCK,NBCC.NS,INE095N01031
NBIFIN,N. B. I. Industrial Finance Company Limited,NSE,Equity,STOCK,NBIFIN.NS,INE365I01020
NCC,NCC Limited,NSE,Equity,STOCK,NCC.NS,INE868B01028
NCLIND,NCL Industries Limited,NSE,Equity,STOCK,NCLIND.NS,INE732C01016
NDGL,Naga Dhunseri Group Limited,NSE,Equity,STOCK,NDGL.NS,INE756C01015
NDL,Nandan Denim Limited,NSE,Equity,STOCK,NDL.NS,INE875G01048
NDLVENTURE,NDL Ventures Limited,NSE,Equity,STOCK,NDLVENTURE.NS,INE353A01023
NDRAUTO,Ndr Auto Components Limited,NSE,Equity,STOCK,NDRAUTO.NS,INE07OG01012
NDTV,New Delhi Television Limited,NSE,Equity,STOCK,NDTV.NS,INE155G01029
NEAGI,Neelamalai Agro Industries Limited,NSE,Equity,STOCK,NEAGI.NS,INE605D01012
NECCLTD,North Eastern Carrying Corporation Limited,NSE,Equity,STOCK,NECCLTD.NS,INE553C01016
NELCAST,Nelcast Limited,NSE,Equity,STOCK,NELCAST.NS,INE189I01024
NELCO,NELCO Limited,NSE,Equity,STOCK,NELCO.NS,INE045B01015
NEOGEN,Neogen Chemicals Limited,NSE,Equity,STOCK,NEOGEN.NS,INE136S01016
NEPHROPLUS,Nephrocare Health Services Limited,NSE,Equity,STOCK,NEPHROPLUS.NS,INE428V01029
NESCO,Nesco Limited,NSE,Equity,STOCK,NESCO.NS,INE317F01035
NESTLEIND,Nestle India Limited,NSE,Equity,STOCK,NESTLEIND.NS,INE239A01024
NETWEB,Netweb Technologies India Limited,NSE,Equity,STOCK,NETWEB.NS,INE0NT901020
NETWORK18,Network18 Media & Investments Limited,NSE,Equity,STOCK,NETWORK18.NS,INE870H01013
NEULANDLAB,Neuland Laboratories Limited,NSE,Equity,STOCK,NEULANDLAB.NS,INE794A01010
NEWGEN,Newgen Software Technologies Limited,NSE,Equity,STOCK,NEWGEN.NS,INE619B01017
NEXTMEDIA,Next Mediaworks Limited,NSE,Equity,STOCK,NEXTMEDIA.NS,INE747B01016
NFL,National Fertilizers Limited,NSE,Equity,STOCK,NFL.NS,INE870D01012
NGIL,Nakoda Group of Industries Limited,NSE,Equity,STOCK,NGIL.NS,INE236Y01012
NGLFINE,NGL Fine-Chem Limited,NSE,Equity,STOCK,NGLFINE.NS,INE887E01022
NH,Narayana Hrudayalaya Ltd.,NSE,Equity,STOCK,NH.NS,INE410P01011
NHPC,NHPC Limited,NSE,Equity,STOCK,NHPC.NS,INE848E01016
NIACL,The New India Assurance Company Limited,NSE,Equity,STOCK,NIACL.NS,INE470Y01017
NIBE,NIBE Limited,NSE,Equity,STOCK,NIBE.NS,INE149O01018
NIBL,NRB Industrial Bearings Limited,NSE,Equity,STOCK,NIBL.NS,INE047O01014
NIITLTD,NIIT Limited,NSE,Equity,STOCK,NIITLTD.NS,INE161A01038
NIITMTS,NIIT Learning Systems Limited,NSE,Equity,STOCK,NIITMTS.NS,INE342G01023
NILAINFRA,Nila Infrastructures Limited,NSE,Equity,STOCK,NILAINFRA.NS,INE937C01029
NILASPACES,Nila Spaces Limited,NSE,Equity,STOCK,NILASPACES.NS,INE00S901012
NILE,Nile Limited,NSE,Equity,STOCK,NILE.NS,INE445D01013
NILKAMAL,Nilkamal Limited,NSE,Equity,STOCK,NILKAMAL.NS,INE310A01015
NIMBSPROJ,Nimbus Projects Limited,NSE,Equity,STOCK,NIMBSPROJ.NS,INE875B01015
NIPPOBATRY,Indo-National Limited,NSE,Equity,STOCK,NIPPOBATRY.NS,INE567A01028
NIRLON,Nirlon Limited,NSE,Equity,STOCK,NIRLON.NS,INE910A01012
NITCO,Nitco Limited,NSE,Equity,STOCK,NITCO.NS,INE858F01012
NITINSPIN,Nitin Spinners Limited,NSE,Equity,STOCK,NITINSPIN.NS,INE229H01012
NITIRAJ,Nitiraj Engineers Limited,NSE,Equity,STOCK,NITIRAJ.NS,INE439T01012
NITTAGELA,Nitta Gelatin India Limited,NSE,Equity,STOCK,NITTAGELA.NS,INE265B01019
NIVABUPA,Niva Bupa Health Insurance Company Limited,NSE,Equity,STOCK,NIVABUPA.NS,INE995S01015
NKIND,NK Industries Limited,NSE,Equity,STOCK,NKIND.NS,INE542C01019
NLCINDIA,NLC India Limited,NSE,Equity,STOCK,NLCINDIA.NS,INE589A01014
NMDC,NMDC Limited,NSE,Equity,STOCK,NMDC.NS,INE584A01023
NOCIL,NOCIL Limited,NSE,Equity,STOCK,NOCIL.NS,INE163A01018
NOIDATOLL,Noida Toll Bridge Company Limited,NSE,Equity,STOCK,NOIDATOLL.NS,INE781B01015
NORBTEAEXP,Norben Tea & Exports Limited,NSE,Equity,STOCK,NORBTEAEXP.NS,INE369C01017
NORTHARC,Northern Arc Capital Limited,NSE,Equity,STOCK,NORTHARC.NS,INE850M01015
NOVAAGRI,Nova Agritech Limited,NSE,Equity,STOCK,NOVAAGRI.NS,INE02H701025
NOVARTIND,Novartis India Limited,NSE,Equity,STOCK,NOVARTIND.NS,INE234A01025
NPST,Network People Services Technologies Limited,NSE,Equity,STOCK,NPST.NS,INE0FFK01017
NRAIL,N R Agarwal Industries Limited,NSE,Equity,STOCK,NRAIL.NS,INE740D01017
NRBBEARING,NRB Bearing Limited,NSE,Equity,STOCK,NRBBEARING.NS,INE349A01021
NRL,Nupur Recyclers Limited,NSE,Equity,STOCK,NRL.NS,INE0JM501013
NSIL,Nalwa Sons Investments Limited,NSE,Equity,STOCK,NSIL.NS,INE023A01030
NSLNISP,NMDC Steel Limited,NSE,Equity,STOCK,NSLNISP.NS,INE0NNS01018
NTPC,NTPC Limited,NSE,Equity,STOCK,NTPC.NS,INE733E01010
NTPCGREEN,NTPC Green Energy Limited,NSE,Equity,STOCK,NTPCGREEN.NS,INE0ONG01011
NUCLEUS,Nucleus Software Exports Limited,NSE,Equity,STOCK,NUCLEUS.NS,INE096B01018
NURECA,Nureca Limited,NSE,Equity,STOCK,NURECA.NS,INE0DSF01015
NUVAMA,Nuvama Wealth Management Limited,NSE,Equity,STOCK,NUVAMA.NS,INE531F01023
NUVOCO,Nuvoco Vistas Corporation Limited,NSE,Equity,STOCK,NUVOCO.NS,INE118D01016
NYKAA,FSN E-Commerce Ventures Limited,NSE,Equity,STOCK,NYKAA.NS,INE388Y01029
OAL,Oriental Aromatics Limited,NSE,Equity,STOCK,OAL.NS,INE959C01023
OBCL,Orissa Bengal Carrier Limited,NSE,Equity,STOCK,OBCL.NS,INE426Z01016
OBEROIRLTY,Oberoi Realty Limited,NSE,Equity,STOCK,OBEROIRLTY.NS,INE093I01010
OCCLLTD,OCCL Limited,NSE,Equity,STOCK,OCCLLTD.NS,INE0PK601023
OFSS,Oracle Financial Services Software Limited,NSE,Equity,STOCK,OFSS.NS,INE881D01027
OIL,Oil India Limited,NSE,Equity,STOCK,OIL.NS,INE274J01014
OLAELEC,Ola Electric Mobility Limited,NSE,Equity,STOCK,OLAELEC.NS,INE0LXG01040
OLECTRA,Olectra Greentech Limited,NSE,Equity,STOCK,OLECTRA.NS,INE260D01016
OMAXE,Omaxe Limited,NSE,Equity,STOCK,OMAXE.NS,INE800H01010
OMFREIGHT,Om Freight Forwarders Limited,NSE,Equity,STOCK,OMFREIGHT.NS,INE1BZC01019
OMINFRAL,OM INFRA LIMITED,NSE,Equity,STOCK,OMINFRAL.NS,INE239D01028
OMNI,Omnitech Engineering Limited,NSE,Equity,STOCK,OMNI.NS,INE0UH301010
OMPOWER,Om Power Transmission Limited,NSE,Equity,STOCK,OMPOWER.NS,INE25E901019
ONELIFECAP,Onelife Capital Advisors Limited,NSE,Equity,STOCK,ONELIFECAP.NS,INE912L01015
ONEPOINT,One Point One Solutions Limited,NSE,Equity,STOCK,ONEPOINT.NS,INE840Y01029
ONESOURCE,Onesource Specialty Pharma Limited,NSE,Equity,STOCK,ONESOURCE.NS,INE013P01021
ONGC,Oil & Natural Gas Corporation Limited,NSE,Equity,STOCK,ONGC.NS,INE213A01029
ONMOBILE,OnMobile Global Limited,NSE,Equity,STOCK,ONMOBILE.NS,INE809I01019
ONWARDTEC,Onward Technologies Limited,NSE,Equity,STOCK,ONWARDTEC.NS,INE229A01017
OPTIEMUS,Optiemus Infracom Limited,NSE,Equity,STOCK,OPTIEMUS.NS,INE350C01017
ORBTEXP,Orbit Exports Limited,NSE,Equity,STOCK,ORBTEXP.NS,INE231G01010
ORCHASP,Orchasp Limited,NSE,Equity,STOCK,ORCHASP.NS,INE215B01022
ORCHPHARMA,Orchid Pharma Limited,NSE,Equity,STOCK,ORCHPHARMA.NS,INE191A01027
ORICONENT,Oricon Enterprises Limited,NSE,Equity,STOCK,ORICONENT.NS,INE730A01022
ORIENTALTL,Oriental Trimex Limited,NSE,Equity,STOCK,ORIENTALTL.NS,INE998H01012
ORIENTBELL,Orient Bell Limited,NSE,Equity,STOCK,ORIENTBELL.NS,INE607D01018
